release_year,rank_in_year,imdb_rating,mpaa_rating,film_title,film_budget,length_in_min,domestic_distributor,worldwide_gross,domestic_gross,genre_1,genre_2,genre_3,ROI,ROI_ratio,decade,decade_label,budget_category
1988,7,5.8,R,Rambo III,63000000.0,102,TriStar Pictures,189015611.0,53715611.0,Action,Adventure,None,3.000247793650794,3.000247793650794,1980,1980s,Medio (50-100M)
1988,8,5.9,R,Cocktail,20000000.0,104,Walt Disney ,171504781.0,78222753.0,Comedy,Drama,Romance,8.57523905,8.57523905,1980,1980s,Bajo (<50M)
1988,9,7.3,PG,Big,18000000.0,104,Twentieth Century Fox,151668774.0,114968774.0,Comedy,Drama,Fantasy,8.426043,8.426043,1980,1980s,Bajo (<50M)
1988,10,8.2,R,Die Hard,28000000.0,132,Twentieth Century Fox,140767956.0,83008852.0,Action,Thriller,None,5.027427,5.027427,1980,1980s,Bajo (<50M)
1987,1,6.9,R,Fatal Attraction,14000000.0,119,Paramount Pictures,320145693.0,156645693.0,Drama,Thriller,None,22.8675495,22.8675495,1980,1980s,Bajo (<50M)
1987,2,6.5,R,Beverly Hills Cop II,28000000.0,100,Paramount Pictures,299965036.0,153665036.0,Action,Comedy,Crime,10.713037,10.713037,1980,1980s,Bajo (<50M)
1987,3,7.0,PG-13,Dirty Dancing,6000000.0,100,Vestron Pictures,213446382.0,63446382.0,Drama,Music ,Romance,35.574397,35.574397,1980,1980s,Bajo (<50M)
1987,4,6.0,PG,Three Men and a Baby,11000000.0,102,Walt Disney ,167780960.0,167780960.0,Comedy,Drama,Family,15.252814545454546,15.252814545454546,1980,1980s,Bajo (<50M)
1987,5,7.3,R,"Good Morning, Vietnam",13000000.0,121,Walt Disney ,123922370.0,123922370.0,Biography,Comedy,Drama,9.53249,9.53249,1980,1980s,Bajo (<50M)
1987,6,7.6,R,Lethal Weapon,15000000.0,109,Warner Bros.,120207127.0,65207127.0,Action,Crime,Thriller,8.013808466666667,8.013808466666667,1980,1980s,Bajo (<50M)
1987,7,6.5,PG-13,The Secret of My Success,12000000.0,111,Universal Pictures,110996879.0,66995879.0,Comedy,Romance,None,9.249739916666666,9.249739916666666,1980,1980s,Bajo (<50M)
1987,8,7.8,R,Predator,15000000.0,107,Twentieth Century Fox,98267558.0,59735548.0,Action,Adventure,Sci-Fi,6.551170533333333,6.551170533333333,1980,1980s,Bajo (<50M)
1987,9,7.1,PG,Moonstruck,15000000.0,102,Metro-Goldwyn-Mayer,80640528.0,80640528.0,Comedy,Drama,Romance,5.3760352,5.3760352,1980,1980s,Bajo (<50M)
1987,10,7.9,R,The Untouchables,25000000.0,119,Paramount Pictures,76270454.0,76270454.0,Crime,Drama,Thriller,3.05081816,3.05081816,1980,1980s,Bajo (<50M)
1986,1,6.9,PG,Top Gun,15000000.0,110,Paramount Pictures,353811728.0,176781728.0,Action,Drama,None,23.587448533333333,23.587448533333333,1980,1980s,Bajo (<50M)
1986,2,6.6,PG-13,Crocodile Dundee,8800000.0,97,Paramount Pictures,328203506.0,174803506.0,Action,Adventure,Comedy,37.29585295454545,37.29585295454545,1980,1980s,Bajo (<50M)
1986,3,8.1,R,Platoon,6000000.0,120,Orion Pictures,138545632.0,138530565.0,Drama,War,None,23.090938666666666,23.090938666666666,1980,1980s,Bajo (<50M)
1986,4,8.3,R,Aliens,18500000.0,137,Twentieth Century Fox,131060248.0,85160248.0,Action,Adventure,Sci-Fi,7.08433772972973,7.08433772972973,1980,1980s,Bajo (<50M)
1986,5,6.0,PG,The Karate Kid Part II,13500000.0,113,Columbia Pictures,115103979.0,115103979.0,Action,Family,Romance,8.526220666666667,8.526220666666667,1980,1980s,Bajo (<50M)
1986,6,7.3,PG,Star Trek IV: Voyage Home,25000000.0,119,Paramount Pictures,109713132.0,109713132.0,Adventure,Comedy,Sci-Fi,4.38852528,4.38852528,1980,1980s,Bajo (<50M)
1986,7,6.0,PG,Legal Eagles,40000000.0,116,Universal Pictures,93151591.0,49851591.0,Comedy,Crime,Romance,2.328789775,2.328789775,1980,1980s,Bajo (<50M)
1986,8,6.6,PG-13,Back to School,11000000.0,96,Orion Pictures,91258000.0,91258000.0,Comedy,Romance,Sport,8.296181818181818,8.296181818181818,1980,1980s,Bajo (<50M)
1986,9,6.9,G,An American Tail,9000000.0,80,Universal Pictures,84542002.0,47483002.0,Animation,Adventure,Comedy,9.393555777777777,9.393555777777777,1980,1980s,Bajo (<50M)
1986,10,6.0,PG-13,The Golden Child,25000000.0,94,Paramount Pictures,79817937.0,79817937.0,Action,Adventure,Comedy,3.19271748,3.19271748,1980,1980s,Bajo (<50M)
1985,1,8.5,PG,Back to the Future,19000000.0,116,Universal Pictures,381109762.0,210609762.0,Adventure,Comedy,Sci-Fi,20.05840852631579,20.05840852631579,1980,1980s,Bajo (<50M)
1985,2,6.9,PG,Rocky IV,30000000.0,91,United Artists,300473716.0,127873716.0,Drama,Sport,None,10.015790533333334,10.015790533333334,1980,1980s,Bajo (<50M)
1985,3,6.5,R,Rambo: First Blood II,44000000.0,96,TriStar Pictures,300400432.0,150415432.0,Action,Adventure,Thriller,6.827282545454546,6.827282545454546,1980,1980s,Bajo (<50M)
1985,4,7.2,PG,Out of Africa,31000000.0,161,Universal Pictures,227514205.0,87071205.0,Biography,Drama,Romance,7.339167903225807,7.339167903225807,1980,1980s,Bajo (<50M)
1985,5,6.1,PG,The Jewel of the Nile,25000000.0,106,Twentieth Century Fox,96773200.0,75973200.0,Action,Adventure,Comedy,3.870928,3.870928,1980,1980s,Bajo (<50M)
1985,6,7.8,PG-13,The Color Purple,15000000.0,154,Warner Bros.,94175854.0,94175854.0,Drama,None,None,6.278390266666666,6.278390266666666,1980,1980s,Bajo (<50M)
1985,7,6.7,PG-13,Cocoon,17500000.0,117,Twentieth Century Fox,85313124.0,76113124.0,Comedy,Drama,Sci-Fi,4.875035657142857,4.875035657142857,1980,1980s,Bajo (<50M)
1985,8,7.4,R,Witness,12000000.0,112,Paramount Pictures,68706993.0,68706993.0,Crime,Drama,Romance,5.72558275,5.72558275,1980,1980s,Bajo (<50M)
1985,9,7.8,PG,The Goonies,19000000.0,114,Warner Bros.,61389680.0,61389680.0,Adventure,Comedy,Family,3.231035789473684,3.231035789473684,1980,1980s,Bajo (<50M)
1985,10,7.8,PG,E.T. the Extra-Terrestrial 1985 Re-release,10500000.0,115,Universal Pictures,60903502.0,40607502.0,Family,Sci-Fi,None,5.800333523809524,5.800333523809524,1980,1980s,Bajo (<50M)
1984,1,7.6,PG,Indiana Jones and the Temple of Doom,28000000.0,118,Paramount Pictures,333107271.0,179870271.0,Action,Adventure,None,11.89668825,11.89668825,1980,1980s,Bajo (<50M)
1984,2,7.3,R,Beverly Hills Cop ,14000000.0,105,Paramount Pictures,316360478.0,234760478.0,Action,Comedy,Crime,22.597177,22.597177,1980,1980s,Bajo (<50M)
1984,3,7.8,PG,Ghostbusters ,30000000.0,105,Columbia Pictures,282242989.0,229242989.0,Action,Comedy,Fantasy,9.408099633333334,9.408099633333334,1980,1980s,Bajo (<50M)
1984,4,7.3,PG,Gremlins,11000000.0,106,Warner Bros.,148168459.0,148168459.0,Comedy,Fantasy,Horror,13.469859909090909,13.469859909090909,1980,1980s,Bajo (<50M)
1984,5,7.2,PG,The Karate Kid ,8000000.0,126,Columbia Pictures,90815558.0,90815558.0,Action,Drama,Family,11.35194475,11.35194475,1980,1980s,Bajo (<50M)
1984,6,6.9,PG,Romancing the Stone,10000000.0,106,Twentieth Century Fox,86572238.0,76572238.0,Action,Adventure,Comedy,8.6572238,8.6572238,1980,1980s,Bajo (<50M)
1984,7,6.7,R,Police Academy,4500000.0,96,Warner Bros.,81198894.0,81198894.0,Comedy,None,None,18.044198666666666,18.044198666666666,1980,1980s,Bajo (<50M)
1984,8,6.6,PG,Footloose,8200000.0,107,Paramount Pictures,80035402.0,80035402.0,Drama,Music ,Romance,9.760414878048781,9.760414878048781,1980,1980s,Bajo (<50M)
1984,9,8.0,R,The Terminator,6400000.0,107,Orion Pictures,78371200.0,38371200.0,Action,Sci-Fi,None,12.2455,12.2455,1980,1980s,Bajo (<50M)
1984,10,6.7,PG,Star Trek III: The Search for Spock,17000000.0,105,Paramount Pictures,76471046.0,76471046.0,Action,Adventure,Sci-Fi,4.498296823529412,4.498296823529412,1980,1980s,Bajo (<50M)
1983,1,7.0,PG,Star Wars: Episode VI - Return of the Jedi,32500000.0,131,Twentieth Century Fox,374593074.0,252583617.0,Action,Adventure,Fantasy,11.52594073846154,11.52594073846154,1980,1980s,Bajo (<50M)
1983,2,7.4,PG,Terms of Endearment,8000000.0,132,Paramount Pictures,108423489.0,108423489.0,Comedy,Drama,None,13.552936125,13.552936125,1980,1980s,Bajo (<50M)
1983,3,6.2,R,Flashdance,4000000.0,95,Paramount Pictures,92921203.0,92921203.0,Drama,Music ,Romance,23.23030075,23.23030075,1980,1980s,Bajo (<50M)
1983,4,7.5,R,Trading Places,15000000.0,116,Paramount Pictures,90404800.0,90404800.0,Comedy,None,None,6.026986666666667,6.026986666666667,1980,1980s,Bajo (<50M)
1983,5,3.7,PG,Jaws 3-D,20500000.0,99,Universal Pictures,87987055.0,45517055.0,Adventure,Horror,Thriller,4.2920514634146345,4.2920514634146345,1980,1980s,Bajo (<50M)
1983,6,7.1,PG,WarGames,12000000.0,114,Metro-Goldwyn-Mayer,79567667.0,79567667.0,Sci-Fi,Thriller,None,6.630638916666666,6.630638916666666,1980,1980s,Bajo (<50M)
1983,7,6.6,PG,Octopussy,27500000.0,131,Metro-Goldwyn-Mayer,67893619.0,67893619.0,Action,Adventure,Thriller,2.4688588727272727,2.4688588727272727,1980,1980s,Bajo (<50M)
1983,8,6.6,R,Sudden Impact,22000000.0,117,Warner Bros.,67642693.0,67642693.0,Action,Crime,Thriller,3.0746678636363636,3.0746678636363636,1980,1980s,Bajo (<50M)
1983,9,8.3,R,Scarface,25000000.0,170,Universal Pictures,65144798.0,44668798.0,Crime,Drama,None,2.60579192,2.60579192,1980,1980s,Bajo (<50M)
1983,10,4.6,PG,Staying Alive,22000000.0,93,Paramount Pictures,64892670.0,64892670.0,Drama,Music ,Romance,2.949666818181818,2.949666818181818,1980,1980s,Bajo (<50M)
1982,1,7.8,PG,E.T. the Extra-Terrestrial  ,10500000.0,115,Universal Pictures,663400925.0,359197037.0,Family,Sci-Fi,None,63.181040476190475,63.181040476190475,1980,1980s,Bajo (<50M)
1982,2,7.4,PG,Tootsie,21000000.0,116,Columbia Pictures,177200000.0,177200000.0,Comedy,Drama,Romance,8.438095238095238,8.438095238095238,1980,1980s,Bajo (<50M)
1982,3,7.0,R,An Officer and a Gentleman,7500000.0,124,Paramount Pictures,129795554.0,129795554.0,Drama,Romance,None,17.306073866666665,17.306073866666665,1980,1980s,Bajo (<50M)
1982,4,7.7,R,First Blood,15000000.0,93,Orion Pictures,125212904.0,47212904.0,Action,Adventure,None,8.347526933333333,8.347526933333333,1980,1980s,Bajo (<50M)
1982,5,6.8,PG,Rocky III,17000000.0,99,United Artists,124146897.0,124146897.0,Drama,Sport,None,7.302758647058823,7.302758647058823,1980,1980s,Bajo (<50M)
1982,6,7.3,PG,Poltergeist,10700000.0,114,Metro-Goldwyn-Mayer,123606280.0,76606280.0,Horror,Thriller,None,11.55198878504673,11.55198878504673,1980,1980s,Bajo (<50M)
1982,7,6.2,R,Porky's,2500000.0,94,Twentieth Century Fox,105492483.0,105492483.0,Comedy,None,None,42.1969932,42.1969932,1980,1980s,Bajo (<50M)
1982,8,7.7,PG,Star Trek II: The Wrath of Khan,11200000.0,113,Paramount Pictures,78912963.0,78912963.0,Action,Adventure,Sci-Fi,7.0458002678571425,7.0458002678571425,1980,1980s,Bajo (<50M)
1982,9,6.9,R,48 Hrs.,12000000.0,96,Paramount Pictures,78868508.0,78868508.0,Action,Comedy,Crime,6.572375666666667,6.572375666666667,1980,1980s,Bajo (<50M)
1982,10,5.9,R,The Best Little Whorehouse in Texas,35000000.0,114,Universal Pictures,69701637.0,69701637.0,Comedy,Musical,None,1.9914753428571428,1.9914753428571428,1980,1980s,Bajo (<50M)
1981,1,8.4,PG,Raiders of the Lost Ark,18000000.0,115,Paramount Pictures,353988025.0,212222025.0,Action,Adventure,None,19.66600138888889,19.66600138888889,1980,1980s,Bajo (<50M)
1981,2,7.6,PG,On Golden Pond,7500000.0,109,Universal Pictures,119285432.0,119285432.0,Drama,None,None,15.904724266666667,15.904724266666667,1980,1980s,Bajo (<50M)
1981,3,6.8,PG,Superman II,54000000.0,127,Warner Bros.,108185706.0,108185706.0,Action,Adventure,Sci-Fi,2.003439,2.003439,1980,1980s,Medio (50-100M)
1981,4,6.9,PG,Arthur,7000000.0,97,Warner Bros.,95461682.0,95461682.0,Comedy,Romance,None,13.637383142857143,13.637383142857143,1980,1980s,Bajo (<50M)
1981,5,6.9,R,Stripes,10000000.0,106,Columbia Pictures,85297000.0,85297000.0,Comedy,War,None,8.5297,8.5297,1980,1980s,Bajo (<50M)
1981,6,6.3,PG,The Cannonball Run,18000000.0,95,Twentieth Century Fox,72179579.0,72179579.0,Action,Comedy,Sport,4.009976611111111,4.009976611111111,1980,1980s,Bajo (<50M)
1981,7,7.2,PG,Chariots of Fire,5500000.0,125,Columbia Pictures,58972904.0,58972904.0,Biography,Drama,Sport,10.722346181818182,10.722346181818182,1980,1980s,Bajo (<50M)
1981,8,6.8,PG,For Your Eyes Only,28000000.0,127,Metro-Goldwyn-Mayer,54812802.0,54812802.0,Action,Adventure,Thriller,1.9576000714285715,1.9576000714285715,1980,1980s,Bajo (<50M)
1981,9,6.9,PG,The Four Seasons,6500000.0,107,Universal Pictures,50427646.0,50427646.0,Comedy,Drama,None,7.7580993846153845,7.7580993846153845,1980,1980s,Bajo (<50M)
1981,10,7.0,PG,Time Bandits,5000000.0,116,Embassy Pictures,42365581.0,42365581.0,Adventure,Comedy,Fantasy,8.4731162,8.4731162,1980,1980s,Bajo (<50M)
1980,1,8.7,PG,Star Wars: Episode V - The Empire Strikes Back,18000000.0,124,Twentieth Century Fox,400083259.0,209398025.0,Action,Adventure,Fantasy,22.22684772222222,22.22684772222222,1980,1980s,Bajo (<50M)
1980,2,7.9,R,The Blues Brothers,27000000.0,133,Universal Pictures,115229890.0,57229890.0,Adventure,Comedy,Crime,4.267773703703703,4.267773703703703,1980,1980s,Bajo (<50M)
1980,3,6.8,PG,9 to 5,10000000.0,109,Twentieth Century Fox,103290500.0,103290500.0,Comedy,None,None,10.32905,10.32905,1980,1980s,Bajo (<50M)
1980,4,6.8,R,Stir Crazy,10000000.0,111,Columbia Pictures,101300000.0,101300000.0,Comedy,Crime,None,10.13,10.13,1980,1980s,Bajo (<50M)
1980,5,7.7,PG,Airplane!,3500000.0,88,Paramount Pictures,83453539.0,83453539.0,Comedy,None,None,23.843868285714287,23.843868285714287,1980,1980s,Bajo (<50M)
1980,6,6.2,PG,Any Which Way You Can,15000000.0,116,Warner Bros.,70687344.0,70687344.0,Action,Comedy,None,4.7124896,4.7124896,1980,1980s,Bajo (<50M)
1980,7,6.2,R,Private Benjamin,10000000.0,109,Warner Bros.,69847348.0,69847348.0,Comedy,War,None,6.9847348,6.9847348,1980,1980s,Bajo (<50M)
1980,8,7.5,PG,Coal Miner's Daughter,15000000.0,124,Universal Pictures,67182787.0,67182787.0,Biography,Drama,Music,4.478852466666667,4.478852466666667,1980,1980s,Bajo (<50M)
1980,9,5.3,PG,Smokey and the Bandit II,17000000.0,100,Universal Pictures,66132626.0,66132626.0,Action,Comedy,None,3.8901544705882354,3.8901544705882354,1980,1980s,Bajo (<50M)
1980,10,5.8,R,The Blue Lagoon,4500000.0,104,Columbia Pictures,58853106.0,58853106.0,Adventure,Drama,Romance,13.078468,13.078468,1980,1980s,Bajo (<50M)
1979,1,6.3,PG,Moonraker,34000000.0,126,Metro-Goldwyn-Mayer,210308099.0,70308099.0,Action,Adventure,Sci-Fi,6.1855323235294115,6.1855323235294115,1970,1970s,Bajo (<50M)
1979,2,7.8,PG,Kramer vs. Kramer,8000000.0,105,Columbia Pictures,106260000.0,106260000.0,Drama,None,None,13.2825,13.2825,1970,1970s,Bajo (<50M)
1979,3,8.4,R,Alien,11000000.0,117,Twentieth Century Fox,101718022.0,78944891.0,Horror,Sci-Fi,None,9.24709290909091,9.24709290909091,1970,1970s,Bajo (<50M)
1979,4,5.8,PG,1941,35000000.0,118,Universal Pictures,92455742.0,31755742.0,Action,Comedy,War,2.6415926285714284,2.6415926285714284,1970,1970s,Bajo (<50M)
1979,5,6.2,R,The Amityville Horror,4700000.0,117,American International Pictures,86432000.0,86432000.0,Horror,None,None,18.389787234042554,18.389787234042554,1970,1970s,Bajo (<50M)
1979,6,7.3,PG,Rocky II,7000000.0,119,United Artists,85182160.0,85182160.0,Drama,Sport,None,12.16888,12.16888,1970,1970s,Bajo (<50M)
1979,7,6.4,G,Star Trek: The Motion Picture,35000000.0,132,Paramount Pictures,82258456.0,82258456.0,Adventure,Mystery,Sci-Fi,2.3502416,2.3502416,1970,1970s,Bajo (<50M)
1979,8,8.4,R,Apocalypse Now,31500000.0,147,Metro-Goldwyn-Mayer,78784010.0,78784010.0,Drama,Mystery,War,2.5010796825396824,2.5010796825396824,1970,1970s,Bajo (<50M)
1979,9,6.1,R,10,7000000.0,122,Warner Bros.,74865517.0,74865517.0,Comedy,Romance,None,10.695073857142857,10.695073857142857,1970,1970s,Bajo (<50M)
1979,10,7.2,R,The Jerk,4000000.0,94,Universal Pictures,73691419.0,73691419.0,Comedy,None,None,18.42285475,18.42285475,1970,1970s,Bajo (<50M)
1978,1,7.2,PG-13,Grease,6000000.0,110,Paramount Pictures,366178870.0,159978870.0,Musical ,Romance,None,61.02981166666667,61.02981166666667,1970,1970s,Bajo (<50M)
1978,2,7.3,PG,Superman,55000000.0,143,Warner Bros.,300218018.0,134218018.0,Action,Adventure,Drama,5.458509418181818,5.458509418181818,1970,1970s,Medio (50-100M)
1978,3,5.8,PG,Jaws 2,20000000.0,116,Universal Pictures,183855272.0,77737272.0,Adventure,Drama,Horror,9.1927636,9.1927636,1970,1970s,Bajo (<50M)
1978,4,7.5,R,National Lampoon's Animal House,3000000.0,109,Universal Pictures,120091123.0,120091123.0,Comedy,None,None,40.030374333333334,40.030374333333334,1970,1970s,Bajo (<50M)
1978,5,6.4,PG,Every Which Way But Loose,5000000.0,114,Warner Bros.,85196485.0,85196485.0,Action,Comedy,None,17.039297,17.039297,1970,1970s,Bajo (<50M)
1978,6,6.9,PG,Heaven Can Wait,15000000.0,101,Paramount Pictures,81640278.0,81640278.0,Comedy,Fantasy,Romance,5.4426852,5.4426852,1970,1970s,Bajo (<50M)
1978,7,6.3,PG,Hooper,6000000.0,99,Warner Bros.,78000000.0,78000000.0,Action,Comedy,None,13.0,13.0,1970,1970s,Bajo (<50M)
1978,8,6.7,PG,Revenge of the Pink Panther,12000000.0,99,United Artists,49579269.0,49579269.0,Comedy,Crime,Mystery,4.13160575,4.13160575,1970,1970s,Bajo (<50M)
1978,9,8.1,R,The Deer Hunter,15000000.0,183,Universal Pictures,48991826.0,48979328.0,Drama,War,None,3.266121733333333,3.266121733333333,1970,1970s,Bajo (<50M)
1978,10,7.8,R,Halloween,325000.0,91,Compass International Pictures,47000000.0,47000000.0,Horror,Thriller,None,144.6153846153846,144.6153846153846,1970,1970s,Bajo (<50M)
1977,1,8.6,PG,Star Wars: Episode IV - A New Hope,11000000.0,121,Twentieth Century Fox,503015849.0,307263857.0,Action,Adventure,Fantasy,45.728713545454546,45.728713545454546,1970,1970s,Bajo (<50M)
1977,2,7.6,PG,Close Encounters of the Third Kind,20000000.0,138,Columbia Pictures,288095460.0,116395460.0,Drama,Sci-Fi,None,14.404773,14.404773,1970,1970s,Bajo (<50M)
1977,3,6.8,R,Saturday Night Fever,3000000.0,118,Paramount Pictures,237113184.0,94213184.0,Drama,Music,None,79.037728,79.037728,1970,1970s,Bajo (<50M)
1977,4,7.0,PG,Smokey and the Bandit ,4300000.0,96,Universal Pictures,126737428.0,126737428.0,Action,Comedy,None,29.47382046511628,29.47382046511628,1970,1970s,Bajo (<50M)
1977,5,7.4,PG,A Bridge Too Far,27000000.0,175,United Artists,50750000.0,50750000.0,Drama,History,War,1.8796296296296295,1.8796296296296295,1970,1970s,Bajo (<50M)
1977,6,6.2,PG,The Deep,9000000.0,123,Columbia Pictures,47346365.0,47346365.0,Adventure,Mystery,Thriller,5.260707222222222,5.260707222222222,1970,1970s,Bajo (<50M)
1977,7,7.1,PG,The Spy Who Loved Me,14000000.0,125,United Artists,46838673.0,46838673.0,Action,Adventure,Thriller,3.3456195,3.3456195,1970,1970s,Bajo (<50M)
1977,8,6.6,PG,"Oh, God!",2100000.0,98,Warner Bros.,41687243.0,41687243.0,Comedy,Fantasy,None,19.851068095238094,19.851068095238094,1970,1970s,Bajo (<50M)
1977,9,8.0,PG,Annie Hall,4000000.0,93,United Artists,38251425.0,38251425.0,Comedy,Romance,None,9.56285625,9.56285625,1970,1970s,Bajo (<50M)
1977,10,5.9,R,Semi-Tough,5700000.0,108,United Artists,37187139.0,37187139.0,Comedy,Romance,Sport,6.52405947368421,6.52405947368421,1970,1970s,Bajo (<50M)
